genome,completeness,contamination
uvig_446788.fasta,32.3,0
uvig_44679.fasta,17.82,0
uvig_446793.fasta,20.5,0
uvig_446797.fasta,94.45,0
uvig_446801.fasta,1.18,0
uvig_446802.fasta,0,0
uvig_44681.fasta,3.82,0
uvig_44682.fasta,17.56,0
uvig_446823.fasta,100,0
uvig_446824.fasta,100,0
uvig_446827.fasta,53.87,28.06
uvig_446830.fasta,46.78,0
uvig_446831.fasta,63.97,0
uvig_446833.fasta,31.59,0
uvig_44686.fasta,15,0
uvig_446874.fasta,26.71,0
uvig_446883.fasta,11.61,32.83
uvig_446885.fasta,75.77,0
uvig_446888.fasta,87.09,42.9
uvig_446889.fasta,100,0
uvig_44689.fasta,0,0
uvig_4469.fasta,9.23,0
uvig_44690.fasta,0,0
uvig_446904.fasta,27.8,0
uvig_446907.fasta,94.51,17.14
uvig_446908.fasta,100,0
uvig_44691.fasta,19.36,0
uvig_446916.fasta,97.6,0
uvig_446917.fasta,100,0
uvig_446922.fasta,26.19,0
uvig_446931.fasta,100,0
uvig_446936.fasta,100,30.83
uvig_446938.fasta,99.72,0
uvig_446939.fasta,28.82,11.56
uvig_446941.fasta,100,9.32
uvig_446942.fasta,68.11,18.79
uvig_446943.fasta,85.08,27.46
uvig_446947.fasta,23.62,0
uvig_446948.fasta,59.6,0
uvig_446955.fasta,43.89,0
uvig_446968.fasta,25.78,0
uvig_446987.fasta,66.64,0
uvig_446988.fasta,47.37,0
uvig_446989.fasta,37.02,0
uvig_446996.fasta,100,0
uvig_446997.fasta,88.46,0
uvig_446998.fasta,29.77,0
uvig_447002.fasta,100,0
uvig_447007.fasta,0,0
uvig_447009.fasta,100,0
uvig_447011.fasta,100,0
uvig_447012.fasta,100,0
uvig_447016.fasta,29.64,0
uvig_447018.fasta,74.14,29.87
uvig_447019.fasta,70.23,0
uvig_447029.fasta,15.76,0
uvig_447030.fasta,58.22,6.67
uvig_447032.fasta,46.96,11.96
uvig_447064.fasta,93.06,0
uvig_447065.fasta,96.34,0
uvig_447073.fasta,8.39,0
uvig_447089.fasta,100,56.23
uvig_447090.fasta,100,5.99
uvig_447092.fasta,99.95,0
uvig_447093.fasta,58.21,54.71
uvig_447095.fasta,100,30.62
uvig_447096.fasta,96.09,10.57
uvig_447098.fasta,59.76,0
uvig_447100.fasta,36.18,40.53
uvig_447112.fasta,30.53,0
uvig_447116.fasta,16.86,0
uvig_447132.fasta,100,0
uvig_447134.fasta,100,0
uvig_447140.fasta,100,0
uvig_447141.fasta,100,0
uvig_447142.fasta,100,29.43
uvig_447145.fasta,60.7,0
uvig_447146.fasta,14.35,0
uvig_447173.fasta,100,46.71
uvig_447175.fasta,57.08,0
uvig_447176.fasta,85.93,17.9
uvig_447177.fasta,100,2.07
uvig_447179.fasta,98.57,27.34
uvig_447181.fasta,93.65,28.99
uvig_447184.fasta,92.26,0
uvig_447187.fasta,76.01,21.19
uvig_447190.fasta,67.54,30.15
uvig_447191.fasta,91.44,0
uvig_447212.fasta,35.47,0
uvig_447214.fasta,45.11,0
uvig_447215.fasta,22.97,0
uvig_447218.fasta,33.49,0
uvig_447225.fasta,4.13,0
uvig_447261.fasta,44.89,0
uvig_447268.fasta,100,47.47
uvig_447269.fasta,98.28,60.42
uvig_447273.fasta,100,0
uvig_447275.fasta,77.7,0
uvig_447276.fasta,93.69,0
uvig_447277.fasta,25.39,0
uvig_447284.fasta,15.26,0
uvig_447285.fasta,44.41,0
uvig_447288.fasta,36.09,0
uvig_447321.fasta,100,0
uvig_447322.fasta,100,0
uvig_447323.fasta,73.63,0
uvig_447325.fasta,52.01,8
uvig_447326.fasta,100,16.84
uvig_447327.fasta,100,27.19
uvig_447328.fasta,100,6.68
uvig_447329.fasta,100,24.09
uvig_447330.fasta,77.63,28.46
uvig_447337.fasta,90.78,0
uvig_447338.fasta,64.15,0
uvig_447343.fasta,78.55,0
uvig_447347.fasta,85.66,0
uvig_447355.fasta,48.36,0
uvig_447356.fasta,62.17,0
uvig_447357.fasta,50.4,0
uvig_447359.fasta,43.16,0
uvig_447365.fasta,36.8,0
uvig_447367.fasta,100,0
uvig_447372.fasta,6.58,0
uvig_447374.fasta,15.76,37.81
uvig_447375.fasta,33.73,0
uvig_447377.fasta,24.63,0
uvig_447381.fasta,27.95,0
uvig_447440.fasta,43.86,0
uvig_447441.fasta,83.17,31
uvig_447442.fasta,76.41,0
uvig_447443.fasta,28.12,0
uvig_447447.fasta,100,0
uvig_447458.fasta,99.6,0
uvig_447462.fasta,100,0
uvig_447464.fasta,73.35,29.14
uvig_447467.fasta,71.34,0
uvig_447471.fasta,100,0
uvig_447483.fasta,20.16,0
uvig_447488.fasta,17.26,0
uvig_447490.fasta,23.81,0
uvig_447516.fasta,92.06,8.46
uvig_447517.fasta,97.84,5.97
uvig_447521.fasta,100,0
uvig_447522.fasta,33.73,0
uvig_447524.fasta,8.24,0
uvig_447531.fasta,95.22,8.98
uvig_447534.fasta,100,0
uvig_447535.fasta,100,0
uvig_447538.fasta,45.57,0
uvig_44754.fasta,100,0
uvig_447546.fasta,71.74,0
uvig_447550.fasta,33.77,0
uvig_447551.fasta,35.35,0
uvig_447555.fasta,65.06,0
uvig_447557.fasta,30.37,0
uvig_447558.fasta,18.99,0
uvig_44756.fasta,83.29,0
uvig_447562.fasta,23.14,0
uvig_447586.fasta,94.76,0
uvig_447599.fasta,5.62,0
uvig_44760.fasta,34.81,0
uvig_447600.fasta,0,0
uvig_44761.fasta,100,0
uvig_447612.fasta,72.98,0
uvig_447614.fasta,44.34,0
uvig_447616.fasta,43.64,0
uvig_447617.fasta,27.18,42.93
uvig_44762.fasta,80.12,0
uvig_447625.fasta,29.09,0
uvig_44763.fasta,100,0
uvig_44764.fasta,68.3,0
uvig_44765.fasta,29.03,19.5
uvig_447657.fasta,15.29,0
uvig_447658.fasta,14.89,0
uvig_447663.fasta,100,0
uvig_447664.fasta,100,0
uvig_447666.fasta,54.5,0
uvig_447669.fasta,80.9,0
uvig_447671.fasta,79.11,8.97
uvig_447672.fasta,54.67,31.24
uvig_447678.fasta,57.18,20.51
uvig_447679.fasta,23.22,46.13
uvig_447680.fasta,67.38,0
uvig_44770.fasta,100,0
uvig_447703.fasta,33.1,0
uvig_447704.fasta,25.2,0
uvig_447708.fasta,7.21,0
uvig_44772.fasta,100,0
uvig_447721.fasta,12.54,0
uvig_447722.fasta,100,0
uvig_447724.fasta,19.31,40.29
uvig_44773.fasta,58,0
uvig_44774.fasta,100,0
uvig_447740.fasta,45.02,0
uvig_44775.fasta,78.39,0
uvig_447750.fasta,97.61,0
uvig_447751.fasta,89.19,25.92
uvig_447753.fasta,78.5,0
uvig_447760.fasta,94.11,0
uvig_447762.fasta,50.08,11.22
uvig_44777.fasta,55.85,0
uvig_447771.fasta,44.37,0
uvig_447778.fasta,39.9,0
uvig_44778.fasta,78.65,0
uvig_447781.fasta,27.14,0
uvig_447782.fasta,21.44,0
uvig_447784.fasta,33.47,0
uvig_447832.fasta,84.03,0
uvig_447846.fasta,42.88,25.02
uvig_447847.fasta,47.79,0
uvig_447850.fasta,51.57,18.01
uvig_447856.fasta,55.6,0
uvig_447859.fasta,45.65,0
uvig_447860.fasta,24.7,0
uvig_447863.fasta,23.12,0
uvig_447864.fasta,23.1,0
uvig_447883.fasta,31.66,0
uvig_447894.fasta,100,0
uvig_44790.fasta,44.31,0
uvig_44791.fasta,45.86,0
uvig_447920.fasta,100,0
uvig_447923.fasta,57.74,6.33
uvig_447924.fasta,68.54,0
uvig_447928.fasta,97.47,0
uvig_447942.fasta,38.66,17.18
uvig_447947.fasta,25.72,0
uvig_447949.fasta,32.72,0
uvig_44795.fasta,43.09,0
uvig_447952.fasta,34.12,0
uvig_44796.fasta,53.74,0
uvig_447962.fasta,27.27,0
uvig_44797.fasta,44.98,0
uvig_44798.fasta,42,0
uvig_447985.fasta,47.48,0
uvig_447994.fasta,49.53,0
uvig_4480.fasta,24.61,0
uvig_44800.fasta,72.77,0
uvig_448011.fasta,98.59,0
uvig_448015.fasta,87.85,0
uvig_44802.fasta,10.35,0
uvig_448020.fasta,44.77,0
uvig_448021.fasta,64.64,0
uvig_44803.fasta,11.37,0
uvig_44804.fasta,18.91,0
uvig_448050.fasta,100,0
uvig_448055.fasta,84.94,0
uvig_448057.fasta,74.88,0
uvig_448067.fasta,22.58,0
uvig_448068.fasta,85.36,5.86
uvig_448069.fasta,83.38,26.11
uvig_448073.fasta,100,23.59
uvig_448078.fasta,39.31,0
uvig_448080.fasta,75.86,0
uvig_448083.fasta,8.42,0
uvig_448088.fasta,98.3,0
uvig_44809.fasta,42.07,0
uvig_448090.fasta,30.41,0
uvig_448101.fasta,96.71,0
uvig_448104.fasta,98.93,31.55
uvig_448105.fasta,95.47,0
uvig_448106.fasta,89.97,0
uvig_448107.fasta,65.35,0
uvig_44811.fasta,45.22,0
uvig_448110.fasta,29.13,0
uvig_448114.fasta,96.63,54.35
uvig_448115.fasta,19.46,0
uvig_448125.fasta,100,36.55
uvig_448129.fasta,100,17.78
uvig_448134.fasta,61.71,39.07
uvig_448136.fasta,96,0
uvig_448138.fasta,97.22,0
uvig_448139.fasta,37.49,29.02
uvig_44814.fasta,11.37,35.51
uvig_448142.fasta,54.44,21.98
uvig_448145.fasta,36.82,35.44
uvig_44815.fasta,7.67,0
uvig_448150.fasta,46.58,0
uvig_448151.fasta,41.04,0
uvig_448155.fasta,10.38,0
uvig_448159.fasta,24.28,0
uvig_448174.fasta,85.92,6.91
uvig_448183.fasta,21.87,0
uvig_448184.fasta,24.08,0
uvig_448187.fasta,24.64,0
uvig_448188.fasta,30.99,0
uvig_448189.fasta,29.98,0
uvig_4482.fasta,76.45,0
uvig_448203.fasta,100,0
uvig_448204.fasta,58.19,0
uvig_448206.fasta,12.95,0
uvig_448207.fasta,73.84,34.58
uvig_448209.fasta,9.87,0
uvig_448217.fasta,27.22,0
uvig_448218.fasta,48.55,0
uvig_448224.fasta,54.61,0
uvig_448253.fasta,86.71,0
uvig_448255.fasta,34.96,0
uvig_448266.fasta,100,0
uvig_44827.fasta,36.46,0
uvig_448275.fasta,38.93,0
uvig_448276.fasta,100,0
uvig_448277.fasta,100,0
uvig_44828.fasta,13.15,0
uvig_448282.fasta,100,9.04
uvig_448283.fasta,93.99,19.05
uvig_448284.fasta,99.97,4.48
uvig_448287.fasta,94.38,0
uvig_448295.fasta,65.87,0
uvig_448299.fasta,62.74,0
uvig_4483.fasta,7.94,0
uvig_448304.fasta,16.11,37.19
uvig_448305.fasta,23.08,0
uvig_448322.fasta,89.69,5.49
uvig_44834.fasta,15.98,0
uvig_448340.fasta,96.58,0
uvig_448343.fasta,57.15,0
uvig_448347.fasta,29.33,0
uvig_44835.fasta,35.32,0
uvig_448350.fasta,38.35,0
uvig_448355.fasta,26.56,0
uvig_448382.fasta,28.76,0
uvig_448394.fasta,79.24,0
uvig_448403.fasta,89.86,13.27
uvig_448405.fasta,27.77,39.29
uvig_448408.fasta,33.13,20.54
uvig_448414.fasta,25.35,30.31
uvig_448417.fasta,26.46,26.77
uvig_448418.fasta,33.9,0
uvig_448419.fasta,24.21,0
uvig_448425.fasta,22.63,0
uvig_448435.fasta,95.9,5.15
uvig_448437.fasta,99.09,0
uvig_448439.fasta,20.4,0
uvig_448451.fasta,88.3,20.64
uvig_448452.fasta,100,23.69
uvig_448453.fasta,100,0
uvig_448456.fasta,35.26,23.06
uvig_448459.fasta,49.6,0
uvig_448460.fasta,100,17.81
uvig_448463.fasta,90.73,0
uvig_448469.fasta,88.55,0
uvig_448472.fasta,28.37,0
uvig_448477.fasta,100,15.61
uvig_448488.fasta,23.49,0
uvig_448490.fasta,26.07,0
uvig_448516.fasta,100,0
uvig_448518.fasta,42.47,0
uvig_448520.fasta,100,0
uvig_448535.fasta,100,27.23
uvig_448540.fasta,100,14.36
uvig_448547.fasta,39.11,0
uvig_448549.fasta,55.27,0
uvig_448554.fasta,42.33,0
uvig_448556.fasta,32.68,0
uvig_448558.fasta,28.48,0
uvig_448559.fasta,95.41,0
uvig_448576.fasta,100,0
uvig_448583.fasta,100,0
uvig_448586.fasta,38.82,0
uvig_448591.fasta,64.1,0
uvig_448594.fasta,50.81,0
uvig_448599.fasta,100,0
uvig_448620.fasta,100,0
uvig_448622.fasta,100,0
uvig_448630.fasta,70.23,0
uvig_448643.fasta,33.19,0
uvig_448644.fasta,56.42,0
uvig_448645.fasta,31.6,0
uvig_448647.fasta,24.37,31.54
uvig_44865.fasta,100,0
uvig_448651.fasta,10.52,65.76
uvig_448655.fasta,20.89,24.36
uvig_448659.fasta,18.69,0
uvig_448661.fasta,31.37,0
uvig_448691.fasta,81.77,0
uvig_44870.fasta,46.5,0
uvig_448700.fasta,100,28.27
uvig_448705.fasta,28.14,0
uvig_448706.fasta,15.4,0
uvig_44871.fasta,32.21,0
uvig_448710.fasta,45.06,20.31
uvig_448716.fasta,10,0
uvig_448725.fasta,17.16,66.49
uvig_448749.fasta,81.5,0
uvig_448752.fasta,62.27,0
uvig_448753.fasta,88.58,0
uvig_448754.fasta,100,0
uvig_448768.fasta,62.9,0
uvig_448770.fasta,100,29.27
uvig_448775.fasta,100,12.45
uvig_448776.fasta,78.96,0
uvig_448780.fasta,47.53,35.69
uvig_448783.fasta,26.39,46.85
uvig_448785.fasta,81.77,0
uvig_448788.fasta,64.06,21.98
uvig_448796.fasta,25.22,0
uvig_448798.fasta,24.12,0
uvig_448818.fasta,100,0
uvig_448831.fasta,27.25,0
uvig_448846.fasta,17.74,0
uvig_448848.fasta,11.78,0
uvig_448849.fasta,11.68,0
uvig_448874.fasta,86.55,0
uvig_448876.fasta,100,40.4
uvig_448877.fasta,100,0
uvig_448879.fasta,53.63,17.78
uvig_448880.fasta,100,28.83
uvig_448883.fasta,99.28,5.94
uvig_448886.fasta,100,0
uvig_448892.fasta,72.15,0
uvig_448893.fasta,59.88,30.79
uvig_448895.fasta,56.23,0
uvig_448905.fasta,47.98,0
uvig_448906.fasta,50.5,0
uvig_448910.fasta,43.24,0
uvig_448916.fasta,30.86,0
uvig_448922.fasta,25.88,0
uvig_448923.fasta,24.98,0
uvig_448924.fasta,17.49,0
uvig_44894.fasta,80.29,0
uvig_448973.fasta,67.03,7.17
uvig_448974.fasta,100,7.08
uvig_44898.fasta,9.88,30.45
uvig_44899.fasta,56.5,0
uvig_448996.fasta,100,21.78
uvig_448997.fasta,90.3,32.33
uvig_448998.fasta,100,14.77
uvig_449001.fasta,100,8.3
uvig_449002.fasta,100,0
uvig_449003.fasta,44.26,33.65
uvig_449006.fasta,43.09,0
uvig_449009.fasta,54.48,0
uvig_44901.fasta,46.03,0
uvig_449019.fasta,100,0
uvig_449025.fasta,30.79,0
uvig_449070.fasta,15.27,0
uvig_449071.fasta,0,0
uvig_449072.fasta,26.55,0
uvig_449075.fasta,0,0
uvig_44908.fasta,97.72,0
uvig_449092.fasta,97.98,36.42
uvig_449093.fasta,44.33,0
uvig_449094.fasta,100,30.14
uvig_449095.fasta,100,25.46
uvig_449098.fasta,100,30.04
uvig_449099.fasta,55.1,0
uvig_44910.fasta,72.82,0
uvig_44911.fasta,28.39,8.13
uvig_449112.fasta,41.08,0
uvig_449114.fasta,44.03,0
uvig_44912.fasta,58.63,0
uvig_449120.fasta,41.82,0
uvig_449124.fasta,44.82,0
uvig_44913.fasta,12.99,0
uvig_449131.fasta,33.03,0
uvig_44914.fasta,7.39,0
uvig_44916.fasta,10.51,0
uvig_44917.fasta,12.61,0
uvig_449170.fasta,96.24,5.05
uvig_449172.fasta,27.97,0
uvig_449176.fasta,15.93,0
uvig_449179.fasta,100,0
uvig_449185.fasta,18.71,0
uvig_449195.fasta,100,0
uvig_449196.fasta,72.48,16.83
uvig_449197.fasta,76.13,31.86
uvig_449200.fasta,93.92,15.53
uvig_449204.fasta,52.83,21.83
uvig_449205.fasta,73.78,23.83
uvig_449212.fasta,34.34,0
uvig_449213.fasta,36.63,0
uvig_44923.fasta,19.96,0
uvig_449240.fasta,33.68,0
uvig_449246.fasta,25.72,0
uvig_449273.fasta,79.97,45.28
uvig_449278.fasta,100,21.4
uvig_449279.fasta,100,0
uvig_449281.fasta,64.26,17.46
uvig_449283.fasta,39.02,51.62
uvig_449284.fasta,52.12,19.51
uvig_449285.fasta,55.76,0
uvig_449288.fasta,60.03,0
uvig_449289.fasta,47.09,0
uvig_449291.fasta,51.03,0
uvig_449295.fasta,23.12,0
uvig_449298.fasta,32.46,0
uvig_449305.fasta,24.54,0
uvig_449310.fasta,18.59,0
uvig_449374.fasta,100,0
uvig_449381.fasta,87.8,0
uvig_449385.fasta,12.82,0
uvig_449386.fasta,14.5,35.6
uvig_449397.fasta,100,0
uvig_449398.fasta,100,0
uvig_449401.fasta,100,0
uvig_449402.fasta,89.44,16.55
uvig_449404.fasta,52.5,0
uvig_449408.fasta,30.35,0
uvig_449416.fasta,33.14,0
uvig_449453.fasta,52.8,36.38
uvig_449455.fasta,100,0
uvig_449457.fasta,36.91,0
uvig_449459.fasta,74.9,0
uvig_449462.fasta,25.17,0
uvig_449463.fasta,100,0
uvig_449475.fasta,100,4.19
uvig_449477.fasta,100,13.43
uvig_449478.fasta,100,0
uvig_44948.fasta,100,0
uvig_449481.fasta,66.47,24.15
uvig_44949.fasta,83.11,9.83
uvig_449495.fasta,24.56,35.99
uvig_449498.fasta,12.11,40.4
uvig_449499.fasta,18.91,0
uvig_44950.fasta,99.85,0
uvig_44951.fasta,41.75,47.48
uvig_449518.fasta,100,8.15
uvig_449519.fasta,100,0
uvig_449522.fasta,70.61,0
uvig_449524.fasta,12.75,25.35
uvig_449528.fasta,0,0
uvig_44953.fasta,75.31,0
uvig_449530.fasta,100,0
uvig_449531.fasta,100,0
uvig_449536.fasta,29.8,0
uvig_44955.fasta,26.8,7.7
uvig_449555.fasta,100,0
uvig_449556.fasta,100,0
uvig_44956.fasta,97.87,0
uvig_449562.fasta,100,18.4
uvig_449570.fasta,70.97,0
uvig_449577.fasta,27.04,0
uvig_44958.fasta,100,0
uvig_449582.fasta,23.13,0
uvig_449587.fasta,12.59,28.08
uvig_4496.fasta,10.83,0
uvig_44961.fasta,78.17,0
uvig_449618.fasta,100,0
uvig_449621.fasta,32.9,0
uvig_449622.fasta,31.76,0
uvig_449637.fasta,82.68,0
uvig_449638.fasta,100,0
uvig_449639.fasta,61.99,0
uvig_449640.fasta,26.58,0
uvig_449646.fasta,100,0
uvig_449649.fasta,53.21,0
uvig_449650.fasta,44.38,0
uvig_449652.fasta,35.99,0
uvig_449661.fasta,69.4,0
uvig_449662.fasta,84.56,0
uvig_449666.fasta,94.86,10.42
uvig_449679.fasta,100,0
uvig_449683.fasta,26.04,0
uvig_449684.fasta,75.97,6.49
uvig_449685.fasta,39.92,0
uvig_449686.fasta,71.56,23.56
uvig_449687.fasta,65.7,22.35
uvig_449689.fasta,99.91,0
uvig_449690.fasta,91.25,0
uvig_449691.fasta,94.23,0
uvig_449692.fasta,73.72,18.55
uvig_449695.fasta,77.54,0
uvig_449696.fasta,43.56,16.18
uvig_449697.fasta,14.96,34.29
uvig_449698.fasta,32.21,46.33
uvig_449700.fasta,32.27,6.67
uvig_449701.fasta,56.4,0
uvig_449704.fasta,31.64,0
uvig_449705.fasta,37,0
uvig_449706.fasta,18.16,29.65
uvig_449720.fasta,100,0
uvig_449722.fasta,84.56,0
uvig_449723.fasta,87.32,18.92
uvig_449724.fasta,99.54,0
uvig_449728.fasta,100,8.88
uvig_44973.fasta,55.07,0
uvig_449730.fasta,86.45,0
uvig_449731.fasta,89.14,0
uvig_449733.fasta,21.6,0
uvig_449735.fasta,70.5,0
uvig_449736.fasta,74.71,0
uvig_449752.fasta,76.02,33.62
uvig_449756.fasta,58.62,0
uvig_449759.fasta,22.07,0
uvig_449769.fasta,41.66,0
uvig_449782.fasta,90.83,0
uvig_449784.fasta,100,17.91
uvig_449785.fasta,100,2.51
uvig_449786.fasta,64.04,9.36
uvig_449788.fasta,89.24,14.6
uvig_449790.fasta,100,0
uvig_449792.fasta,99.36,0
uvig_449796.fasta,52.22,0
uvig_449797.fasta,49.08,0
uvig_449798.fasta,96.59,0
uvig_449800.fasta,35.08,0
uvig_449801.fasta,25.88,0
uvig_449805.fasta,21.44,0
uvig_449808.fasta,21.78,0
uvig_449809.fasta,27.25,0
uvig_44983.fasta,24.65,0
uvig_449833.fasta,64.79,0
uvig_44984.fasta,35.28,0
uvig_449844.fasta,100,0
uvig_449846.fasta,100,0
uvig_44985.fasta,25.41,0
uvig_449851.fasta,51.43,0
uvig_449858.fasta,0,0
uvig_449875.fasta,100,36.88
uvig_449876.fasta,99.55,16.81
uvig_449878.fasta,96.86,18.25
uvig_44988.fasta,27.7,0
uvig_449880.fasta,69.91,0
uvig_449881.fasta,90.21,5.69
uvig_449883.fasta,61.98,30.53
uvig_449885.fasta,72.54,0
uvig_449888.fasta,62.65,0
uvig_449890.fasta,34.53,26.51
uvig_449891.fasta,35.51,0
uvig_44990.fasta,33.93,0
uvig_44993.fasta,27.15,0
uvig_449938.fasta,49.86,0
uvig_449952.fasta,96.13,0
uvig_449953.fasta,93.07,0
uvig_449956.fasta,18.17,0
uvig_449971.fasta,100,0
uvig_449976.fasta,100,16.85
uvig_449977.fasta,100,0
uvig_449978.fasta,71.02,18.73
uvig_449980.fasta,88.11,16.83
uvig_449981.fasta,37.06,0
uvig_449990.fasta,41.68,0
uvig_449992.fasta,28.48,0
uvig_449995.fasta,13.95,21.81
uvig_45.fasta,100,0
uvig_450008.fasta,97.02,0
uvig_450012.fasta,52.43,14.97
uvig_450013.fasta,17.42,39.48
uvig_450018.fasta,22.42,0
uvig_450019.fasta,0,0
uvig_450023.fasta,37.87,0
uvig_450025.fasta,0,0
uvig_450028.fasta,96.52,0
uvig_450046.fasta,99.46,0
uvig_450051.fasta,96.72,8.96
uvig_450055.fasta,61.83,0
uvig_450056.fasta,85.87,0
uvig_450059.fasta,52.49,0
uvig_450070.fasta,47.93,0
uvig_450071.fasta,35.98,18.24
uvig_450073.fasta,11.8,0
uvig_450076.fasta,48.46,0
uvig_450077.fasta,45.09,0
uvig_450083.fasta,30.28,0
uvig_450121.fasta,76.33,0
uvig_450129.fasta,23.8,0
uvig_450134.fasta,0,0
uvig_450135.fasta,15.57,0
uvig_450136.fasta,24.74,0
uvig_450137.fasta,0,0
uvig_450156.fasta,83.41,0
uvig_450157.fasta,100,0
uvig_450162.fasta,55.86,16.46
uvig_450163.fasta,89.02,0
uvig_450166.fasta,15.79,53.88
uvig_450169.fasta,92.31,0
uvig_450173.fasta,7.39,0
uvig_450201.fasta,100,0
uvig_450221.fasta,38.83,0
uvig_450222.fasta,100,7.75
uvig_450223.fasta,100,39.22
uvig_450224.fasta,94.08,0
uvig_450226.fasta,16.04,0
uvig_450227.fasta,13.39,0
uvig_450259.fasta,41.52,6.65
uvig_450262.fasta,36.59,0
uvig_450265.fasta,53.71,0
uvig_45027.fasta,49.81,0
uvig_450281.fasta,100,0
uvig_450285.fasta,79.09,28.82
uvig_450286.fasta,96.33,25.33
uvig_450289.fasta,77.27,2.7
uvig_450290.fasta,65.74,39.97
uvig_450291.fasta,100,0
uvig_450295.fasta,53.94,18.14
uvig_450297.fasta,58.83,0
uvig_450303.fasta,28.38,0
uvig_450307.fasta,27.73,0
uvig_450320.fasta,25.17,0
uvig_450329.fasta,100,27.72
uvig_450330.fasta,100,32.18
uvig_450331.fasta,77.79,0
uvig_450332.fasta,58.89,30.65
uvig_450333.fasta,71.43,0
uvig_450334.fasta,100,0
uvig_450336.fasta,77.69,0
uvig_450342.fasta,28.7,0
uvig_450359.fasta,57.98,0
uvig_450360.fasta,100,0
uvig_450364.fasta,22.44,0
uvig_450371.fasta,0,0
uvig_450389.fasta,100,27.28
uvig_450394.fasta,100,16.16
uvig_450396.fasta,51.79,17.78
uvig_450397.fasta,34.05,36.37
uvig_450398.fasta,37.3,54.08
uvig_450399.fasta,90.29,0
uvig_450406.fasta,30.85,0
uvig_450409.fasta,40.14,0
uvig_45041.fasta,97.37,0
uvig_450412.fasta,36.87,0
uvig_450417.fasta,21.3,16.03
uvig_450418.fasta,26.3,0
uvig_45042.fasta,98.28,0
uvig_450420.fasta,10.38,17.42
uvig_45043.fasta,99.86,0
uvig_45044.fasta,100,0
uvig_45045.fasta,100,0
uvig_450467.fasta,100,0
uvig_450468.fasta,98.48,15.22
uvig_45047.fasta,100,0
uvig_450472.fasta,46.53,0
uvig_450475.fasta,30.25,0
uvig_450477.fasta,61.61,72.2
uvig_450478.fasta,100,0
uvig_450481.fasta,74.38,0
uvig_450487.fasta,9.68,0
uvig_450489.fasta,22.9,0
uvig_450493.fasta,13.53,0
uvig_4505.fasta,40.43,0
uvig_450512.fasta,100,0
uvig_450516.fasta,100,38.31
uvig_450517.fasta,100,22.81
uvig_450518.fasta,100,19.06
uvig_450519.fasta,100,12.4
uvig_450521.fasta,78.83,0
uvig_450525.fasta,83.86,0
uvig_450529.fasta,79.53,0
uvig_450530.fasta,91.88,0
uvig_450534.fasta,60.77,0
uvig_450537.fasta,40.51,35.47
uvig_450540.fasta,54.42,0
uvig_450543.fasta,56.13,0
uvig_450544.fasta,20.43,0
uvig_450547.fasta,40.57,0
uvig_450548.fasta,19.78,45.06
uvig_450553.fasta,44.58,0
uvig_450560.fasta,33.18,0
uvig_45057.fasta,100,0
uvig_4506.fasta,25.49,0
uvig_45060.fasta,84.54,0
uvig_450605.fasta,47.59,0
uvig_450606.fasta,51.1,0
uvig_45061.fasta,100,0
uvig_450616.fasta,100,11.43
uvig_450618.fasta,94.78,0
uvig_45062.fasta,100,0
uvig_450628.fasta,100,0
uvig_450629.fasta,42.41,0
uvig_45063.fasta,100,20.2
uvig_450631.fasta,18.37,0
uvig_450633.fasta,17.81,0
uvig_45066.fasta,99.27,0
uvig_450664.fasta,100,0
uvig_450666.fasta,100,0
uvig_450667.fasta,63.76,10.05
uvig_450671.fasta,50.44,10.76
uvig_450673.fasta,36.79,0
uvig_450674.fasta,100,25.38
uvig_450675.fasta,98.16,0
uvig_450677.fasta,100,0
uvig_45068.fasta,86.83,0
uvig_450683.fasta,73.36,0
uvig_450688.fasta,33.11,0
uvig_450692.fasta,42.43,0
uvig_450694.fasta,13.9,0
uvig_450699.fasta,33.96,0
uvig_450701.fasta,31.57,0
uvig_450704.fasta,26.83,0
uvig_450705.fasta,7.17,0
uvig_450710.fasta,26.31,0
uvig_450711.fasta,21.25,0
uvig_450743.fasta,73.61,0
uvig_450744.fasta,40.03,0
uvig_450748.fasta,32.32,0
uvig_45075.fasta,41.88,0
uvig_450768.fasta,100,0
uvig_450775.fasta,7.12,0
uvig_450781.fasta,100,0
uvig_450782.fasta,100,0
uvig_450786.fasta,66.55,0
uvig_450787.fasta,67.13,0
uvig_450790.fasta,48.89,0
uvig_450792.fasta,32.15,0
uvig_450815.fasta,72.23,21
uvig_450816.fasta,100,0
uvig_450827.fasta,90.83,0
uvig_450831.fasta,50.87,17.01
uvig_450835.fasta,42.79,22.06
uvig_450836.fasta,34.74,0
uvig_450841.fasta,26.47,0
uvig_450866.fasta,100,0
uvig_450870.fasta,97.94,5.83
uvig_450875.fasta,100,0
uvig_450876.fasta,62.64,11.05
uvig_450877.fasta,100,19.51
uvig_450879.fasta,100,17.05
uvig_450885.fasta,55.37,0
uvig_450888.fasta,59.16,0
uvig_450889.fasta,67.56,0
uvig_450892.fasta,69.32,0
uvig_450893.fasta,57.03,0
uvig_450897.fasta,27.33,0
uvig_450899.fasta,31.95,18.81
uvig_450904.fasta,26.17,0
uvig_450906.fasta,29.29,0
uvig_450935.fasta,95.23,15.94
uvig_450939.fasta,36.25,0
uvig_450942.fasta,26.89,0
uvig_450943.fasta,36.49,0
