"","Accession","bac.host","total.ParS.hits","pos.ParS.hit"
"14334","ON453901","Pseudomonadota",0,0
"14335","ON453902","Pseudomonadota",0,0
"14336","ON453903","Pseudomonadota",0,0
"14337","ON453904","Pseudomonadota",0,0
"14338","ON453905","Pseudomonadota",0,0
"14339","ON454038","Actinomycetota",0,0
"14340","ON454249","Actinomycetota",0,0
"14341","ON456151","Pseudomonadota",0,0
"14342","ON456330","Pseudomonadota",0,0
"14343","ON456331","Pseudomonadota",0,0
"14344","ON456332","Pseudomonadota",0,0
"14345","ON456333","Pseudomonadota",0,0
"14346","ON456334","Pseudomonadota",0,0
"14347","ON456335","Pseudomonadota",0,0
"14348","ON456336","Pseudomonadota",0,0
"14349","ON456337","Pseudomonadota",0,0
"14350","ON456338","Pseudomonadota",0,0
"14351","ON456339","Pseudomonadota",0,0
"14352","ON456340","Pseudomonadota",0,0
"14353","ON456341","Pseudomonadota",0,0
"14354","ON456342","Pseudomonadota",0,0
"14355","ON456343","Pseudomonadota",0,0
"14356","ON456344","Pseudomonadota",0,0
"14357","ON456345","Pseudomonadota",0,0
"14358","ON456346","Pseudomonadota",0,0
"14359","ON456347","Pseudomonadota",0,0
"14360","ON456348","Pseudomonadota",0,0
"14361","ON456349","Pseudomonadota",0,0
"14362","ON456350","Pseudomonadota",0,0
"14363","ON456351","Pseudomonadota",0,0
"14364","ON456352","Pseudomonadota",0,0
"14365","ON456353","Pseudomonadota",0,0
"14366","ON456354","Pseudomonadota",0,0
"14367","ON456355","Pseudomonadota",0,0
"14368","ON456356","Pseudomonadota",0,0
"14369","ON457554","Actinomycetota",0,0
"14370","ON457555","Actinomycetota",0,0
"14371","ON457556","Actinomycetota",0,0
"14372","ON457557","Actinomycetota",0,0
"14373","ON457558","Actinomycetota",0,0
"14374","ON457559","Actinomycetota",0,0
"14375","ON461912","Actinomycetota",0,0
"14376","ON464735","Actinomycetota",0,0
"14377","ON464736","Actinomycetota",0,0
"14378","ON464759","Pseudomonadota",0,0
"14379","ON464760","Pseudomonadota",0,0
"14380","ON464761","Pseudomonadota",0,0
"14381","ON464762","Pseudomonadota",0,0
"14382","ON464763","Pseudomonadota",0,0
"14383","ON464764","Pseudomonadota",0,0
"14384","ON470579","Actinomycetota",0,0
"14385","ON470580","Actinomycetota",0,0
"14386","ON470581","Actinomycetota",0,0
"14387","ON470582","Actinomycetota",0,0
"14388","ON470583","Actinomycetota",0,0
"14389","ON470584","Actinomycetota",0,0
"14390","ON470585","Actinomycetota",0,0
"14391","ON470586","Actinomycetota",0,0
"14392","ON470587","Actinomycetota",0,0
"14393","ON470588","Actinomycetota",0,0
"14394","ON470589","Actinomycetota",0,0
"14395","ON470590","Actinomycetota",0,0
"14396","ON470591","Actinomycetota",0,0
"14397","ON470593","Actinomycetota",0,0
"14398","ON470594","Actinomycetota",0,0
"14399","ON470595","Actinomycetota",0,0
"14400","ON470596","Actinomycetota",0,0
"14401","ON470597","Actinomycetota",0,0
"14402","ON470598","Actinomycetota",0,0
"14403","ON470599","Actinomycetota",0,0
"14404","ON470600","Actinomycetota",0,0
"14405","ON470601","Actinomycetota",0,0
"14406","ON470602","Actinomycetota",0,0
"14407","ON470603","Actinomycetota",0,0
"14408","ON470604","Actinomycetota",0,0
"14409","ON470605","Actinomycetota",0,0
"14410","ON470606","Actinomycetota",0,0
"14411","ON470607","Actinomycetota",0,0
"14412","ON470608","Actinomycetota",0,0
"14413","ON470609","Actinomycetota",0,0
"14414","ON470610","Actinomycetota",0,0
"14415","ON470611","Actinomycetota",0,0
"14416","ON470612","Actinomycetota",0,0
"14417","ON470613","Actinomycetota",0,0
"14418","ON470614","Actinomycetota",0,0
"14419","ON470615","Actinomycetota",0,0
"14420","ON470616","Actinomycetota",0,0
"14421","ON470617","Actinomycetota",0,0
"14422","ON470619","Actinomycetota",0,0
"14423","ON470621","Actinomycetota",0,0
"14424","ON470622","Actinomycetota",0,0
"14425","ON470623","Actinomycetota",0,0
"14426","ON470624","Actinomycetota",0,0
"14427","ON470625","Actinomycetota",0,0
"14428","ON470626","Actinomycetota",0,0
"14429","ON470627","Actinomycetota",0,0
"14430","ON480525","Actinomycetota",0,0
"14431","ON489264","Actinomycetota",0,0
"14432","ON493777","Pseudomonadota",0,0
"14433","ON506924","Actinomycetota",0,0
"14434","ON506926","Pseudomonadota",0,0
"14435","ON506927","Pseudomonadota",0,0
"14436","ON506928","Pseudomonadota",0,0
"14437","ON513429","Actinomycetota",0,0
"14438","ON513432","Pseudomonadota",0,0
"14439","ON515458","Actinomycetota",0,0
"14440","ON524861","Actinomycetota",0,0
"14441","ON524862","Actinomycetota",0,0
"14442","ON524863","Actinomycetota",0,0
"14443","ON524864","Actinomycetota",0,0
"14444","ON524865","Actinomycetota",0,0
"14445","ON524866","Actinomycetota",0,0
"14446","ON524867","Actinomycetota",0,0
"14447","ON524868","Actinomycetota",0,0
"14448","ON524869","Actinomycetota",0,0
"14449","ON524870","Actinomycetota",0,0
"14450","ON526838","Actinomycetota",0,0
"14451","ON526839","Actinomycetota",0,0
"14452","ON526840","Actinomycetota",0,0
"14453","ON526969","Pseudomonadota",0,0
"14454","ON526970","Pseudomonadota",0,0
"14455","ON526971","Pseudomonadota",0,0
"14456","ON526972","Pseudomonadota",0,0
"14457","ON526973","Pseudomonadota",0,0
"14458","ON526974","Pseudomonadota",0,0
"14459","ON526975","Pseudomonadota",0,0
"14460","ON526976","Pseudomonadota",0,0
"14461","ON526977","Pseudomonadota",0,0
"14462","ON526978","Pseudomonadota",0,0
"14463","ON526979","Pseudomonadota",0,0
"14464","ON526980","Pseudomonadota",0,0
"14465","ON526981","Pseudomonadota",0,0
"14466","ON526982","Pseudomonadota",0,0
"14467","ON526983","Pseudomonadota",0,0
"14468","ON526984","Pseudomonadota",0,0
"14469","ON526985","Pseudomonadota",0,0
"14470","ON528933","Pseudomonadota",0,0
"14471","ON528935","Pseudomonadota",0,0
"14472","ON529291","Actinomycetota",0,0
"14473","ON529532","Actinomycetota",0,0
"14474","ON529533","Actinomycetota",0,0
"14475","ON529850","Actinomycetota",0,0
"14476","ON529851","Actinomycetota",0,0
"14477","ON529852","Actinomycetota",0,0
"14478","ON529853","Actinomycetota",0,0
"14479","ON529854","Actinomycetota",0,0
"14480","ON529855","Actinomycetota",0,0
"14481","ON529856","Actinomycetota",0,0
"14482","ON529857","Actinomycetota",0,0
"14483","ON529858","Actinomycetota",0,0
"14484","ON529859","Actinomycetota",0,0
"14485","ON529860","Actinomycetota",0,0
"14486","ON529861","Actinomycetota",0,0
"14487","ON529862","Actinomycetota",0,0
"14488","ON529863","Actinomycetota",0,0
"14489","ON529864","Actinomycetota",0,0
"14490","ON529865","Actinomycetota",0,0
"14491","ON529866","Actinomycetota",0,0
"14492","ON529867","Actinomycetota",0,0
"14493","ON529868","Actinomycetota",0,0
"14494","ON531987","Actinomycetota",0,0
"14495","ON531988","Actinomycetota",0,0
"14496","ON540300","Actinomycetota",0,0
"14497","ON540301","Actinomycetota",0,0
"14498","ON548417","Pseudomonadota",0,0
"14499","ON548418","Pseudomonadota",0,0
"14500","ON548419","Pseudomonadota",0,0
"14501","ON548420","Pseudomonadota",0,0
"14502","ON548421","Pseudomonadota",0,0
"14503","ON548431","Actinomycetota",0,0
"14504","ON548432","Actinomycetota",0,0
"14505","ON548433","Actinomycetota",0,0
"14506","ON550260","Actinomycetota",0,0
"14507","ON550478","Pseudomonadota",0,0
"14508","ON556632","Actinomycetota",0,0
"14509","ON557706","Pseudomonadota",0,0
"14510","ON568193","Actinomycetota",0,0
"14511","ON568341","Actinomycetota",0,0
"14512","ON571554","Actinomycetota",0,0
"14513","ON571632","Pseudomonadota",0,0
"14514","ON585039","Actinomycetota",0,0
"14515","ON602723","Actinomycetota",0,0
"14516","ON602724","Actinomycetota",0,0
"14517","ON602725","Actinomycetota",0,0
"14518","ON602726","Actinomycetota",0,0
"14519","ON602727","Actinomycetota",0,0
"14520","ON602728","Actinomycetota",0,0
"14521","ON602729","Actinomycetota",0,0
"14522","ON602730","Actinomycetota",0,0
"14523","ON602731","Actinomycetota",0,0
"14524","ON602732","Actinomycetota",0,0
"14525","ON602733","Actinomycetota",0,0
"14526","ON602734","Actinomycetota",0,0
"14527","ON602735","Actinomycetota",0,0
"14528","ON602736","Actinomycetota",0,0
"14529","ON602737","Actinomycetota",0,0
"14530","ON602738","Actinomycetota",0,0
"14531","ON602739","Actinomycetota",0,0
"14532","ON602740","Actinomycetota",0,0
"14533","ON602741","Actinomycetota",0,0
"14534","ON602742","Actinomycetota",0,0
"14535","ON602743","Actinomycetota",0,0
"14536","ON602744","Actinomycetota",0,0
"14537","ON602745","Actinomycetota",0,0
"14538","ON602746","Actinomycetota",0,0
"14539","ON602747","Actinomycetota",0,0
"14540","ON602748","Actinomycetota",0,0
"14541","ON602749","Actinomycetota",0,0
"14542","ON602750","Actinomycetota",0,0
"14543","ON602751","Actinomycetota",0,0
"14544","ON602752","Actinomycetota",0,0
"14545","ON602753","Actinomycetota",0,0
"14546","ON602754","Actinomycetota",0,0
"14547","ON602755","Actinomycetota",0,0
"14548","ON602756","Actinomycetota",0,0
"14549","ON602757","Actinomycetota",0,0
"14550","ON602758","Actinomycetota",0,0
"14551","ON602759","Actinomycetota",0,0
"14552","ON602760","Actinomycetota",0,0
"14553","ON602761","Actinomycetota",0,0
"14554","ON602762","Actinomycetota",0,0
"14555","ON602763","Actinomycetota",0,0
"14556","ON602764","Actinomycetota",0,0
"14557","ON602765","Actinomycetota",0,0
"14558","ON602766","Actinomycetota",0,0
"14559","ON602767","Actinomycetota",0,0
"14560","ON604651","Actinomycetota",0,0
"14561","ON615601","Pseudomonadota",0,0
"14562","ON623560","Actinomycetota",0,0
"14563","ON623732","Actinomycetota",0,0
"14564","ON624112","Actinomycetota",0,0
"14565","ON630910","Actinomycetota",0,0
"14566","ON631220","Actinomycetota",0,0
"14567","ON637170","Actinomycetota",0,0
"14568","ON637248","Pseudomonadota",0,0
"14569","ON637250","Actinomycetota",0,0
"14570","ON637251","Actinomycetota",0,0
"14571","ON637759","Pseudomonadota",0,0
"14572","ON637760","Pseudomonadota",0,0
"14573","ON637761","Pseudomonadota",0,0
"14574","ON637762","Pseudomonadota",0,0
"14575","ON637763","Pseudomonadota",0,0
"14576","ON637764","Pseudomonadota",0,0
"14577","ON637765","Pseudomonadota",0,0
"14578","ON637766","Pseudomonadota",0,0
"14579","ON637767","Pseudomonadota",0,0
"14580","ON637768","Pseudomonadota",0,0
"14581","ON637769","Pseudomonadota",0,0
"14582","ON637770","Pseudomonadota",0,0
"14583","ON637771","Pseudomonadota",0,0
"14584","ON637772","Pseudomonadota",0,0
"14585","ON642070","Actinomycetota",0,0
"14586","ON645337","Pseudomonadota",0,0
"14587","ON645338","Pseudomonadota",0,0
"14588","ON645339","Pseudomonadota",0,0
"14589","ON645340","Pseudomonadota",0,0
"14590","ON645341","Pseudomonadota",0,0
"14591","ON645342","Pseudomonadota",0,0
"14592","ON645343","Pseudomonadota",0,0
"14593","ON645344","Pseudomonadota",0,0
"14594","ON645345","Pseudomonadota",0,0
"14595","ON645346","Pseudomonadota",0,0
"14596","ON645935","Actinomycetota",0,0
"14597","ON645936","Actinomycetota",0,0
"14598","ON653033","Actinomycetota",0,0
"14599","ON653035","Actinomycetota",0,0
"14600","ON677304","Pseudomonadota",0,0
"14601","ON687735","Pseudomonadota",0,0
"14602","ON687736","Pseudomonadota",0,0
"14603","ON699007","Pseudomonadota",0,0
"14604","ON706965","Actinomycetota",0,0
"14605","ON711395","Actinomycetota",0,0
"14606","ON711490","Actinomycetota",0,0
"14607","ON712643","Actinomycetota",0,0
"14608","ON714422","Actinomycetota",0,0
"14609","ON715521","Actinomycetota",0,0
"14610","ON720975","Actinomycetota",0,0
"14611","ON720976","Actinomycetota",0,0
"14612","ON720977","Actinomycetota",0,0
"14613","ON721384","Pseudomonadota",0,0
"14614","ON721385","Pseudomonadota",0,0
"14615","ON724008","Pseudomonadota",0,0
"14616","ON724009","Pseudomonadota",0,0
"14617","ON724010","Pseudomonadota",0,0
"14618","ON724011","Pseudomonadota",0,0
"14619","ON724012","Pseudomonadota",0,0
"14620","ON724013","Pseudomonadota",0,0
"14621","ON724014","Pseudomonadota",0,0
"14622","ON724015","Pseudomonadota",2,1
"14623","ON724016","Pseudomonadota",0,0
"14624","ON724017","Pseudomonadota",0,0
"14625","ON724018","Pseudomonadota",0,0
"14626","ON741189","Pseudomonadota",0,0
"14627","ON754979","Actinomycetota",0,0
"14628","ON755175","Actinomycetota",0,0
"14629","ON755176","Actinomycetota",0,0
"14630","ON755180","Pseudomonadota",0,0
"14631","ON755181","Pseudomonadota",0,0
"14632","ON755182","Pseudomonadota",0,0
"14633","ON755183","Pseudomonadota",0,0
"14634","ON755184","Pseudomonadota",0,0
"14635","ON755185","Pseudomonadota",0,0
"14636","ON755186","Pseudomonadota",0,0
"14637","ON755187","Pseudomonadota",0,0
"14638","ON755188","Pseudomonadota",0,0
"14639","ON755189","Pseudomonadota",0,0
"14640","ON758385","Actinomycetota",0,0
"14641","ON759209","Pseudomonadota",0,0
"14642","ON759210","Pseudomonadota",0,0
"14643","ON759747","Actinomycetota",0,0
"14644","ON778006","Actinomycetota",0,0
"14645","ON778007","Actinomycetota",0,0
"14646","ON778463","Actinomycetota",0,0
"14647","ON782130","Actinomycetota",0,0
"14648","ON782582","Actinomycetota",0,0
"14649","ON809559","Actinomycetota",0,0
"14650","ON809560","Actinomycetota",0,0
"14651","ON809756","Actinomycetota",0,0
"14652","ON809761","Actinomycetota",0,0
"14653","ON809762","Actinomycetota",0,0
"14654","ON809763","Actinomycetota",0,0
"14655","ON809764","Actinomycetota",0,0
"14656","ON809765","Actinomycetota",0,0
"14657","ON814134","Pseudomonadota",0,0
"14658","ON814135","Pseudomonadota",0,0
"14659","ON814136","Pseudomonadota",0,0
"14660","ON815901","Actinomycetota",0,0
"14661","ON815902","Actinomycetota",0,0
"14662","ON815903","Actinomycetota",0,0
"14663","ON843697","Actinomycetota",0,0
"14664","ON853583","Actinomycetota",0,0
"14665","ON854455","Actinomycetota",0,0
"14666","ON856257","Pseudomonadota",0,0
"14667","ON856258","Pseudomonadota",0,0
"14668","ON857925","Actinomycetota",0,0
"14669","ON857926","Actinomycetota",0,0
"14670","ON857927","Actinomycetota",0,0
"14671","ON857928","Actinomycetota",0,0
"14672","ON857929","Actinomycetota",0,0
"14673","ON857930","Actinomycetota",0,0
"14674","ON857931","Actinomycetota",0,0
"14675","ON857932","Actinomycetota",0,0
"14676","ON857933","Actinomycetota",0,0
"14677","ON857934","Actinomycetota",0,0
"14678","ON857935","Actinomycetota",0,0
"14679","ON857936","Actinomycetota",0,0
"14680","ON857937","Actinomycetota",0,0
"14681","ON857938","Actinomycetota",0,0
"14682","ON857939","Actinomycetota",0,0
"14683","ON857940","Actinomycetota",0,0
"14684","ON857941","Actinomycetota",0,0
"14685","ON857942","Actinomycetota",0,0
"14686","ON857943","Actinomycetota",0,0
"14687","ON862890","Actinomycetota",0,0
"14688","ON864052","Actinomycetota",0,0
"14689","ON866946","Pseudomonadota",0,0
"14690","ON868915","Actinomycetota",0,0
"14691","ON872163","Actinomycetota",0,0
"14692","ON872379","Actinomycetota",0,0
"14693","ON880501","Actinomycetota",0,0
"14694","ON881243","Pseudomonadota",0,0
"14695","ON881905","Actinomycetota",0,0
"14696","ON886116","Actinomycetota",0,0
"14697","ON897768","Actinomycetota",0,0
"14698","ON911538","Actinomycetota",0,0
"14699","ON911539","Actinomycetota",0,0
"14700","ON911540","Actinomycetota",0,0
"14701","ON911714","Pseudomonadota",0,0
"14702","ON911715","Pseudomonadota",0,0
"14703","ON911716","Pseudomonadota",0,0
"14704","ON911717","Pseudomonadota",0,0
"14705","ON911718","Pseudomonadota",0,0
"14706","ON920540","Pseudomonadota",0,0
"14707","ON922917","Pseudomonadota",0,0
"14708","ON922918","Actinomycetota",0,0
"14709","ON922919","Actinomycetota",0,0
"14710","ON922920","Actinomycetota",0,0
"14711","ON922990","Actinomycetota",0,0
"14712","ON932078","Actinomycetota",0,0
"14713","ON932079","Actinomycetota",0,0
"14714","ON932080","Actinomycetota",0,0
"14715","ON932081","Actinomycetota",0,0
"14716","ON932082","Actinomycetota",0,0
"14717","ON932083","Actinomycetota",0,0
"14718","ON932084","Actinomycetota",0,0
"14719","ON932085","Actinomycetota",0,0
"14720","ON933637","Pseudomonadota",0,0
"14721","ON950054","Pseudomonadota",0,0
"14722","ON950090","Actinomycetota",0,0
"14723","ON960072","Actinomycetota",0,0
"14724","ON968452","Pseudomonadota",0,0
"14725","ON968453","Pseudomonadota",0,0
"14726","ON968454","Pseudomonadota",0,0
"14727","ON968455","Pseudomonadota",0,0
"14728","ON968456","Pseudomonadota",0,0
"14729","ON970561","Pseudomonadota",0,0
"14730","ON970562","Pseudomonadota",0,0
"14731","ON970563","Pseudomonadota",1,1
"14732","ON970564","Pseudomonadota",0,0
"14733","ON970565","Pseudomonadota",0,0
"14734","ON970566","Pseudomonadota",0,0
"14735","ON970567","Pseudomonadota",0,0
"14736","ON970568","Pseudomonadota",0,0
"14737","ON970569","Pseudomonadota",0,0
"14738","ON970570","Pseudomonadota",0,0
"14739","ON970571","Pseudomonadota",0,0
"14740","ON970572","Pseudomonadota",0,0
"14741","ON970573","Pseudomonadota",0,0
"14742","ON970574","Pseudomonadota",0,0
"14743","ON970575","Pseudomonadota",0,0
"14744","ON970576","Pseudomonadota",0,0
"14745","ON970577","Pseudomonadota",0,0
"14746","ON970578","Pseudomonadota",0,0
"14747","ON970579","Pseudomonadota",0,0
"14748","ON970580","Pseudomonadota",0,0
"14749","ON970581","Pseudomonadota",0,0
"14750","ON970582","Pseudomonadota",2,1
"14751","ON970583","Pseudomonadota",0,0
"14752","ON970584","Pseudomonadota",0,0
"14753","ON970585","Pseudomonadota",0,0
"14754","ON970586","Pseudomonadota",0,0
"14755","ON970587","Pseudomonadota",0,0
"14756","ON970588","Pseudomonadota",1,1
"14757","ON970589","Pseudomonadota",0,0
"14758","ON970590","Pseudomonadota",0,0
"14759","ON970591","Pseudomonadota",0,0
"14760","ON970592","Pseudomonadota",0,0
"14761","ON970593","Pseudomonadota",0,0
"14762","ON970594","Pseudomonadota",0,0
"14763","ON970595","Pseudomonadota",0,0
"14764","ON970596","Pseudomonadota",2,1
"14765","ON970597","Pseudomonadota",0,0
"14766","ON970598","Pseudomonadota",0,0
"14767","ON970599","Pseudomonadota",0,0
"14768","ON970600","Pseudomonadota",0,0
"14769","ON970601","Pseudomonadota",0,0
"14770","ON970602","Pseudomonadota",0,0
"14771","ON970603","Pseudomonadota",0,0
"14772","ON970604","Pseudomonadota",0,0
"14773","ON970605","Pseudomonadota",0,0
"14774","ON970606","Pseudomonadota",0,0
"14775","ON970607","Pseudomonadota",2,1
"14776","ON970608","Pseudomonadota",0,0
"14777","ON970609","Pseudomonadota",0,0
"14778","ON970610","Pseudomonadota",0,0
"14779","ON970611","Pseudomonadota",0,0
"14780","ON970612","Pseudomonadota",1,1
"14781","ON970613","Pseudomonadota",0,0
"14782","ON970614","Pseudomonadota",0,0
"14783","ON970615","Pseudomonadota",0,0
"14784","ON970616","Pseudomonadota",0,0
"14785","ON970617","Pseudomonadota",0,0
"14786","ON970618","Pseudomonadota",0,0
"14787","ON970619","Pseudomonadota",0,0
"14788","ON970620","Pseudomonadota",0,0
"14789","ON970621","Pseudomonadota",0,0
"14790","ON970622","Pseudomonadota",0,0
"14791","ON970623","Pseudomonadota",0,0
"14792","ON970624","Pseudomonadota",0,0
"14793","ON970625","Pseudomonadota",0,0
"14794","ON970626","Pseudomonadota",0,0
"14795","ON970627","Pseudomonadota",0,0
"14796","ON975036","Pseudomonadota",0,0
"14797","ON981384","Pseudomonadota",0,0
"14798","ON989481","Pseudomonadota",0,0
"14799","ON995367","Actinomycetota",0,0
"14800","ON996339","Actinomycetota",0,0
"14801","ON996340","Actinomycetota",0,0
"14802","OP009265","Actinomycetota",0,0
"14803","OP009266","Actinomycetota",0,0
"14804","OP009267","Actinomycetota",0,0
"14805","OP009268","Actinomycetota",0,0
"14806","OP009269","Actinomycetota",0,0
"14807","OP009270","Actinomycetota",0,0
"14808","OP009271","Actinomycetota",0,0
"14809","OP009272","Actinomycetota",0,0
"14810","OP009273","Actinomycetota",0,0
"14811","OP009274","Actinomycetota",0,0
"14812","OP009275","Actinomycetota",0,0
"14813","OP009276","Actinomycetota",0,0
"14814","OP009277","Actinomycetota",0,0
"14815","OP009278","Actinomycetota",0,0
"14816","OP009279","Actinomycetota",0,0
"14817","OP009280","Actinomycetota",0,0
"14818","OP009281","Actinomycetota",0,0
"14819","OP009282","Actinomycetota",0,0
"14820","OP009283","Actinomycetota",0,0
"14821","OP009284","Actinomycetota",0,0
"14822","OP009285","Actinomycetota",0,0
"14823","OP009286","Actinomycetota",0,0
"14824","OP009287","Actinomycetota",0,0
"14825","OP009288","Actinomycetota",0,0
"14826","OP013026","Actinomycetota",0,0
"14827","OP018674","Pseudomonadota",0,0
"14828","OP018999","Actinomycetota",0,0
"14829","OP019135","Actinomycetota",0,0
"14830","OP021677","Pseudomonadota",0,0
"14831","OP021678","Pseudomonadota",0,0
"14832","OP021679","Pseudomonadota",0,0
"14833","OP021680","Pseudomonadota",0,0
"14834","OP021681","Pseudomonadota",0,0
"14835","OP021682","Pseudomonadota",0,0
"14836","OP021683","Pseudomonadota",0,0
"14837","OP021684","Pseudomonadota",0,0
"14838","OP022426","Pseudomonadota",0,0
"14839","OP028995","Pseudomonadota",0,0
"14840","OP038320","Pseudomonadota",0,0
"14841","OP038547","Actinomycetota",0,0
"14842","OP039102","Pseudomonadota",0,0
"14843","OP045496","Actinomycetota",0,0
"14844","OP045497","Actinomycetota",0,0
"14845","OP045498","Actinomycetota",0,0
"14846","OP046317","Actinomycetota",0,0
"14847","OP053360","Pseudomonadota",0,0
"14848","OP053361","Pseudomonadota",0,0
"14849","OP053362","Pseudomonadota",0,0
"14850","OP056089","Actinomycetota",0,0
"14851","OP066531","Pseudomonadota",0,0
"14852","OP067662","Actinomycetota",0,0
"14853","OP068330","Pseudomonadota",0,0
"14854","OP068331","Pseudomonadota",0,0
"14855","OP068332","Pseudomonadota",0,0
"14856","OP068333","Pseudomonadota",0,0
"14857","OP068334","Pseudomonadota",0,0
"14858","OP068335","Pseudomonadota",0,0
"14859","OP068336","Pseudomonadota",0,0
"14860","OP068337","Pseudomonadota",0,0
"14861","OP068338","Pseudomonadota",1,1
"14862","OP068339","Pseudomonadota",0,0
"14863","OP068340","Pseudomonadota",0,0
"14864","OP068341","Pseudomonadota",0,0
"14865","OP068342","Pseudomonadota",0,0
"14866","OP068343","Pseudomonadota",0,0
"14867","OP068344","Pseudomonadota",0,0
"14868","OP079918","Actinomycetota",0,0
"14869","OP079919","Actinomycetota",0,0
"14870","OP087422","Actinomycetota",0,0
"14871","OP087423","Actinomycetota",0,0
"14872","OP087522","Actinomycetota",0,0
"14873","OP094641","Actinomycetota",0,0
"14874","OP103917","Actinomycetota",0,0
"14875","OP103918","Actinomycetota",0,0
"14876","OP103919","Actinomycetota",0,0
"14877","OP103920","Actinomycetota",0,0
"14878","OP103921","Actinomycetota",0,0
"14879","OP103922","Actinomycetota",0,0
"14880","OP103923","Actinomycetota",0,0
"14881","OP114730","Actinomycetota",0,0
"14882","OP114731","Actinomycetota",0,0
"14883","OP114732","Actinomycetota",0,0
"14884","OP114733","Actinomycetota",0,0
"14885","OP114734","Actinomycetota",0,0
"14886","OP117450","Actinomycetota",0,0
"14887","OP120783","Actinomycetota",0,0
"14888","OP121182","Actinomycetota",0,0
"14889","OP123707","Actinomycetota",0,0
"14890","OP125534","Actinomycetota",0,0
"14891","OP125547","Actinomycetota",0,0
"14892","OP131293","Actinomycetota",0,0
"14893","OP131294","Actinomycetota",0,0
"14894","OP131295","Actinomycetota",0,0
"14895","OP131296","Actinomycetota",0,0
"14896","OP131297","Actinomycetota",0,0
"14897","OP131299","Actinomycetota",0,0
"14898","OP131300","Actinomycetota",0,0
"14899","OP131301","Actinomycetota",0,0
"14900","OP131302","Actinomycetota",0,0
"14901","OP131587","Actinomycetota",0,0
"14902","OP131588","Actinomycetota",0,0
"14903","OP131589","Actinomycetota",0,0
"14904","OP131590","Actinomycetota",0,0
"14905","OP132241","Actinomycetota",0,0
"14906","OP136131","Pseudomonadota",0,0
"14907","OP136133","Pseudomonadota",0,0
"14908","OP136134","Pseudomonadota",0,0
"14909","OP136151","Actinomycetota",0,0
"14910","OP142323","Pseudomonadota",0,0
"14911","OP161218","Actinomycetota",0,0
"14912","OP161219","Actinomycetota",0,0
"14913","OP168678","Pseudomonadota",0,0
"14914","OP168898","Actinomycetota",0,0
"14915","OP168920","Actinomycetota",0,0
"14916","OP171942","Actinomycetota",0,0
"14917","OP171943","Actinomycetota",0,0
"14918","OP172633","Pseudomonadota",0,0
"14919","OP172634","Pseudomonadota",0,0
"14920","OP172635","Pseudomonadota",0,0
"14921","OP172638","Pseudomonadota",0,0
"14922","OP172639","Pseudomonadota",0,0
"14923","OP172640","Pseudomonadota",0,0
"14924","OP172641","Pseudomonadota",0,0
"14925","OP172642","Pseudomonadota",0,0
"14926","OP172643","Pseudomonadota",0,0
"14927","OP172644","Pseudomonadota",0,0
"14928","OP172645","Pseudomonadota",0,0
"14929","OP172646","Pseudomonadota",0,0
"14930","OP172647","Pseudomonadota",0,0
"14931","OP172648","Pseudomonadota",0,0
"14932","OP172649","Pseudomonadota",0,0
"14933","OP172650","Pseudomonadota",0,0
"14934","OP172651","Pseudomonadota",0,0
"14935","OP172652","Pseudomonadota",0,0
"14936","OP172653","Pseudomonadota",0,0
"14937","OP172654","Pseudomonadota",0,0
"14938","OP172655","Pseudomonadota",0,0
"14939","OP172656","Pseudomonadota",0,0
"14940","OP172658","Pseudomonadota",0,0
"14941","OP172659","Pseudomonadota",0,0
"14942","OP172660","Pseudomonadota",0,0
"14943","OP172661","Pseudomonadota",0,0
"14944","OP172662","Pseudomonadota",0,0
"14945","OP172663","Pseudomonadota",0,0
"14946","OP172664","Pseudomonadota",0,0
"14947","OP172665","Pseudomonadota",0,0
"14948","OP172666","Pseudomonadota",0,0
"14949","OP172667","Pseudomonadota",0,0
"14950","OP172668","Pseudomonadota",0,0
"14951","OP172669","Pseudomonadota",0,0
"14952","OP172670","Pseudomonadota",0,0
"14953","OP172671","Pseudomonadota",0,0
"14954","OP172672","Pseudomonadota",0,0
"14955","OP172673","Pseudomonadota",0,0
"14956","OP172674","Pseudomonadota",0,0
"14957","OP172675","Pseudomonadota",0,0
"14958","OP172676","Pseudomonadota",0,0
"14959","OP172677","Pseudomonadota",0,0
"14960","OP172678","Pseudomonadota",0,0
"14961","OP172679","Pseudomonadota",0,0
"14962","OP172680","Pseudomonadota",0,0
"14963","OP172681","Pseudomonadota",0,0
"14964","OP172682","Pseudomonadota",0,0
"14965","OP172683","Pseudomonadota",0,0
"14966","OP172684","Pseudomonadota",0,0
"14967","OP172685","Pseudomonadota",0,0
"14968","OP172686","Pseudomonadota",0,0
"14969","OP172687","Pseudomonadota",0,0
"14970","OP172688","Pseudomonadota",0,0
"14971","OP172689","Pseudomonadota",0,0
"14972","OP172690","Pseudomonadota",0,0
"14973","OP172691","Pseudomonadota",0,0
"14974","OP172692","Pseudomonadota",0,0
"14975","OP172693","Pseudomonadota",0,0
"14976","OP172694","Pseudomonadota",0,0
"14977","OP172695","Pseudomonadota",0,0
"14978","OP172696","Pseudomonadota",0,0
"14979","OP172697","Pseudomonadota",0,0
"14980","OP172698","Pseudomonadota",0,0
"14981","OP172699","Pseudomonadota",0,0
"14982","OP172700","Pseudomonadota",0,0
